symptoms,label
"cough, shortness of breath, fever, chest pain",Pneumonia
"runny nose, sore throat, sneezing",Common Cold
"nausea, chills",Malaria
"persistent cough, weight loss, chest pain",Tuberculosis
"sensitivity to light, stiff neck",Meningitis
"runny nose, nasal congestion, itchy eyes, sneezing",Allergic Rhinitis
"sweats, headache",Malaria
"runny nose, nasal congestion, headache",Sinusitis
"weight loss, persistent cough",Tuberculosis
"persistent cough with mucus, chest discomfort",Bronchitis
"stiff neck, headache, high fever, sensitivity to light",Meningitis
"fever, loss of appetite",Chickenpox
"chest tightness, wheezing",Asthma
"mild headache, runny nose, sneezing",Common Cold
"sore throat, muscle pain, fever, fatigue, cough",Flu
"nasal congestion, runny nose, sneezing, itchy eyes",Allergic Rhinitis
"sneezing, runny nose, mild headache",Common Cold
"fatigue, chest discomfort, persistent cough with mucus",Bronchitis
"fatigue, cough, sore throat, muscle pain",Flu
"runny nose, itchy eyes",Allergic Rhinitis
"joint pain, headache, rash, high fever",Dengue
"shortness of breath, cough, chest pain",Pneumonia
"fever, shortness of breath",Pneumonia
"sneezing, itchy eyes, nasal congestion",Allergic Rhinitis
"headache, facial pain, runny nose",Sinusitis
"nasal congestion, itchy eyes",Allergic Rhinitis
"abdominal pain, fever",Gastroenteritis
"coughing, chest tightness",Asthma
"night sweats, weight loss, persistent cough, chest pain",Tuberculosis
"rash, loss of appetite, fever",Chickenpox
"chest pain, weight loss, persistent cough, night sweats",Tuberculosis
"fatigue, rash, loss of appetite",Chickenpox
"headache, nasal congestion, runny nose",Sinusitis
"fatigue, cough, sore throat, chills, fever",Flu
"runny nose, itchy eyes, nasal congestion, sneezing",Allergic Rhinitis
"diarrhea, fever",Gastroenteritis
"fatigue, dry cough, loss of taste, high fever",COVID-19
"shortness of breath, cough",Pneumonia
"fever, fatigue",Chickenpox
"diarrhea, vomiting, abdominal pain, nausea",Gastroenteritis
"itchy eyes, sneezing, nasal congestion, runny nose",Allergic Rhinitis
"wheezing, coughing",Asthma
"nasal congestion, runny nose",Sinusitis
"fever, fatigue, cough",Flu
"shortness of breath, coughing, chest tightness",Asthma
"sensitivity to light, high fever, headache, stiff neck",Meningitis
"runny nose, sore throat, mild headache, sneezing",Common Cold
"dizziness, light sensitivity",Migraine
"night sweats, persistent cough",Tuberculosis
"nausea, vomiting, diarrhea, fever, abdominal pain",Gastroenteritis
"joint pain, rash, headache",Dengue
"fatigue, loss of taste",COVID-19
"stiff neck, sensitivity to light, headache",Meningitis
"fatigue, chest discomfort",Bronchitis
"nasal congestion, headache",Sinusitis
"shortness of breath, chest tightness",Asthma
"chest discomfort, persistent cough with mucus",Bronchitis
"fever, loss of appetite, fatigue, rash",Chickenpox
"sore throat, mild headache",Common Cold
"sweats, chills, high fever, nausea, headache",Malaria
"sore throat, mild headache, runny nose",Common Cold
"nausea, high fever, sweats",Malaria
"facial pain, nasal congestion, runny nose",Sinusitis
"diarrhea, fever",Gastroenteritis
"fatigue, loss of taste",COVID-19
"headache, high fever, sensitivity to light",Meningitis
"cough, fever, sore throat, chills",Flu
"facial pain, runny nose, headache",Sinusitis
"fatigue, persistent cough with mucus",Bronchitis
"fever, shortness of breath, chest pain",Pneumonia
"fatigue, chest discomfort, persistent cough with mucus",Bronchitis
"fatigue, persistent cough with mucus, chest discomfort",Bronchitis
"nasal congestion, runny nose, headache",Sinusitis
"chest tightness, wheezing",Asthma
"fever, rash, loss of appetite",Chickenpox
"nausea, light sensitivity, headache, dizziness, vomiting",Migraine
"nausea, vomiting, abdominal pain",Gastroenteritis
"chest tightness, shortness of breath",Asthma
"nasal congestion, itchy eyes",Allergic Rhinitis
"joint pain, muscle pain, headache",Dengue
"facial pain, runny nose",Sinusitis
"high fever, dry cough, loss of taste, fatigue",COVID-19
"vomiting, fever",Gastroenteritis
"runny nose, sneezing, nasal congestion",Allergic Rhinitis
"headache, nausea, light sensitivity, vomiting",Migraine
"itchy eyes, sneezing, nasal congestion",Allergic Rhinitis
"runny nose, sneezing, nasal congestion, itchy eyes",Allergic Rhinitis
"wheezing, coughing",Asthma
"fatigue, loss of appetite, rash",Chickenpox
"nausea, fever, abdominal pain",Gastroenteritis
"muscle pain, fatigue, cough, fever",Flu
"sneezing, runny nose",Common Cold
"sore throat, runny nose, mild headache",Common Cold
"vomiting, nausea, diarrhea, abdominal pain, fever",Gastroenteritis
"fatigue, sore throat, muscle pain, fever, chills",Flu
"persistent cough with mucus, fatigue",Bronchitis
"high fever, sensitivity to light, headache, stiff neck",Meningitis
"nasal congestion, runny nose, sneezing, itchy eyes",Allergic Rhinitis
"coughing, wheezing, chest tightness",Asthma
"shortness of breath, fever, chest pain, cough",Pneumonia
"chest tightness, wheezing, coughing",Asthma
"vomiting, nausea",Migraine
"dry cough, shortness of breath, fatigue, loss of taste, high fever",COVID-19
"wheezing, shortness of breath, coughing, chest tightness",Asthma
"nasal congestion, headache",Sinusitis
"runny nose, nasal congestion, facial pain",Sinusitis
"chest discomfort, persistent cough with mucus",Bronchitis
"dizziness, light sensitivity",Migraine
"headache, muscle pain, rash, high fever",Dengue
"light sensitivity, nausea",Migraine
"light sensitivity, dizziness, nausea, headache, vomiting",Migraine
"loss of taste, dry cough, shortness of breath, fatigue, high fever",COVID-19
"cough, shortness of breath",Pneumonia
"dizziness, vomiting, light sensitivity, nausea",Migraine
"fever, chest pain, shortness of breath, cough",Pneumonia
"headache, nasal congestion, runny nose, facial pain",Sinusitis
"rash, loss of appetite, fatigue, fever",Chickenpox
"chills, muscle pain, sore throat, fatigue, fever",Flu
"headache, sweats, nausea",Malaria
"muscle pain, joint pain, rash",Dengue
"nausea, fever, vomiting",Gastroenteritis
"headache, stiff neck, sensitivity to light, high fever",Meningitis
"cough, chest pain, shortness of breath",Pneumonia
"itchy eyes, runny nose, nasal congestion, sneezing",Allergic Rhinitis
"fatigue, chest discomfort, persistent cough with mucus",Bronchitis
"vomiting, light sensitivity, headache",Migraine
"joint pain, muscle pain, high fever, rash, headache",Dengue
"sensitivity to light, headache, stiff neck",Meningitis
"chills, fatigue",Flu
"fever, fatigue, loss of appetite, rash",Chickenpox
"nasal congestion, sneezing, itchy eyes, runny nose",Allergic Rhinitis
"nasal congestion, runny nose, headache",Sinusitis
"high fever, headache, stiff neck",Meningitis
"nausea, high fever, headache",Malaria
"cough, chest pain",Pneumonia
"headache, sensitivity to light",Meningitis
"nasal congestion, itchy eyes",Allergic Rhinitis
"sore throat, mild headache",Common Cold
"mild headache, runny nose, sore throat, sneezing",Common Cold
"vomiting, fever",Gastroenteritis
"runny nose, sore throat, mild headache, sneezing",Common Cold
"headache, light sensitivity",Migraine
"weight loss, night sweats, persistent cough",Tuberculosis
"fever, abdominal pain",Gastroenteritis
"night sweats, chest pain, persistent cough, weight loss",Tuberculosis
"high fever, headache",Malaria
"abdominal pain, nausea, vomiting, diarrhea",Gastroenteritis
"chest discomfort, fatigue, persistent cough with mucus",Bronchitis
"chest pain, night sweats",Tuberculosis
"joint pain, rash, high fever, muscle pain",Dengue
"loss of appetite, fatigue, rash",Chickenpox
"nausea, sweats, high fever, chills, headache",Malaria
"persistent cough with mucus, fatigue, chest discomfort",Bronchitis
"headache, joint pain, rash, high fever",Dengue
"rash, joint pain, muscle pain",Dengue
"persistent cough with mucus, fatigue, chest discomfort",Bronchitis
"sneezing, nasal congestion, itchy eyes, runny nose",Allergic Rhinitis
"nasal congestion, headache, facial pain",Sinusitis
"fatigue, loss of appetite",Chickenpox
"sneezing, sore throat",Common Cold
"nasal congestion, itchy eyes, sneezing",Allergic Rhinitis
"chest pain, night sweats, persistent cough, weight loss",Tuberculosis
"nasal congestion, headache, runny nose",Sinusitis
"fever, diarrhea, nausea, vomiting, abdominal pain",Gastroenteritis
"fatigue, fever, rash, loss of appetite",Chickenpox
"chest tightness, coughing, wheezing",Asthma
"nausea, sweats",Malaria
"headache, facial pain, runny nose",Sinusitis
"chest discomfort, fatigue, persistent cough with mucus",Bronchitis
"headache, dizziness",Migraine
"fever, cough, shortness of breath, chest pain",Pneumonia
"headache, high fever",Malaria
"shortness of breath, dry cough, high fever, fatigue, loss of taste",COVID-19
"sneezing, sore throat, mild headache",Common Cold
"headache, nasal congestion, facial pain",Sinusitis
"mild headache, sneezing, runny nose",Common Cold
"high fever, stiff neck",Meningitis
"runny nose, itchy eyes, nasal congestion, sneezing",Allergic Rhinitis
"runny nose, sneezing",Allergic Rhinitis
"shortness of breath, chest pain",Pneumonia
"fatigue, fever, rash, loss of appetite",Chickenpox
"sneezing, runny nose, mild headache, sore throat",Common Cold
"vomiting, fever, abdominal pain, diarrhea",Gastroenteritis
"chest pain, shortness of breath, cough",Pneumonia
"facial pain, nasal congestion",Sinusitis
"diarrhea, vomiting, abdominal pain, fever",Gastroenteritis
"high fever, shortness of breath, loss of taste, fatigue",COVID-19
"sneezing, nasal congestion, itchy eyes, runny nose",Allergic Rhinitis
"runny nose, nasal congestion",Sinusitis
"sneezing, runny nose, itchy eyes",Allergic Rhinitis
"light sensitivity, dizziness, headache, nausea",Migraine
"sore throat, runny nose",Common Cold
"persistent cough with mucus, fatigue",Bronchitis
"sneezing, nasal congestion",Allergic Rhinitis
"loss of taste, shortness of breath, dry cough, high fever, fatigue",COVID-19
"runny nose, sneezing",Common Cold
"shortness of breath, coughing, wheezing",Asthma
"fever, loss of appetite",Chickenpox
"loss of appetite, fever, fatigue",Chickenpox
"vomiting, diarrhea, fever, abdominal pain, nausea",Gastroenteritis
"fatigue, chest discomfort",Bronchitis
"fever, rash",Chickenpox
"headache, stiff neck, high fever",Meningitis
"facial pain, runny nose",Sinusitis
"fatigue, chest discomfort",Bronchitis
"persistent cough, chest pain, night sweats",Tuberculosis
"fever, muscle pain, chills, fatigue",Flu
"sneezing, sore throat, runny nose, mild headache",Common Cold
"high fever, fatigue, dry cough",COVID-19
"vomiting, diarrhea, fever",Gastroenteritis
"nausea, headache, vomiting, dizziness",Migraine
"runny nose, facial pain, nasal congestion, headache",Sinusitis
"chills, sore throat, cough, fatigue",Flu
"dry cough, shortness of breath, high fever, loss of taste, fatigue",COVID-19
"loss of taste, dry cough, fatigue, shortness of breath, high fever",COVID-19
"cough, chills, fever",Flu
"dry cough, fatigue",COVID-19
"fever, chills, sore throat, fatigue, muscle pain",Flu
"shortness of breath, wheezing",Asthma
"sneezing, mild headache, sore throat",Common Cold
"vomiting, nausea",Gastroenteritis
"chest discomfort, fatigue",Bronchitis
"fatigue, persistent cough with mucus",Bronchitis
"coughing, wheezing",Asthma
"chest pain, cough",Pneumonia
"sensitivity to light, headache, high fever",Meningitis
"nasal congestion, itchy eyes",Allergic Rhinitis
"cough, fever",Pneumonia
"runny nose, nasal congestion, facial pain",Sinusitis
"chest pain, cough",Pneumonia
"shortness of breath, fever",Pneumonia
"high fever, stiff neck",Meningitis
"dizziness, vomiting, light sensitivity, headache, nausea",Migraine
"vomiting, nausea, headache, dizziness",Migraine
"fever, diarrhea, vomiting, abdominal pain, nausea",Gastroenteritis
"headache, vomiting, dizziness, nausea, light sensitivity",Migraine
"dry cough, shortness of breath, high fever, loss of taste, fatigue",COVID-19
"itchy eyes, sneezing, runny nose",Allergic Rhinitis
"chest discomfort, fatigue",Bronchitis
"headache, high fever, chills, nausea",Malaria
"loss of appetite, rash",Chickenpox
"itchy eyes, nasal congestion",Allergic Rhinitis
"rash, fatigue, loss of appetite, fever",Chickenpox
"fatigue, muscle pain, fever, cough",Flu
"chest pain, weight loss",Tuberculosis
"headache, high fever",Meningitis
"headache, light sensitivity",Migraine
"headache, dizziness, nausea",Migraine
"dizziness, headache, nausea",Migraine
"runny nose, itchy eyes",Allergic Rhinitis
"high fever, muscle pain, headache",Dengue
"rash, muscle pain, high fever",Dengue
"dry cough, loss of taste",COVID-19
"headache, rash, joint pain, high fever",Dengue
"high fever, headache",Dengue
"light sensitivity, headache, nausea, dizziness, vomiting",Migraine
"runny nose, facial pain",Sinusitis
"shortness of breath, fever",Pneumonia
"sore throat, mild headache",Common Cold
"chest pain, fever, shortness of breath, cough",Pneumonia
"chest tightness, shortness of breath, coughing",Asthma
"chest tightness, shortness of breath, coughing",Asthma
"headache, stiff neck",Meningitis
"chest discomfort, fatigue, persistent cough with mucus",Bronchitis
"fatigue, fever",Chickenpox
"nausea, high fever, sweats, headache",Malaria
"fatigue, fever, cough",Flu
"night sweats, chest pain, persistent cough, weight loss",Tuberculosis
"abdominal pain, vomiting, diarrhea, nausea",Gastroenteritis
"fever, diarrhea",Gastroenteritis
"nausea, fever, vomiting, abdominal pain, diarrhea",Gastroenteritis
"weight loss, night sweats, persistent cough, chest pain",Tuberculosis
"sore throat, runny nose, sneezing, mild headache",Common Cold
"chills, muscle pain, fever, fatigue",Flu
"sneezing, runny nose, mild headache, sore throat",Common Cold
"chest pain, weight loss, night sweats, persistent cough",Tuberculosis
"itchy eyes, runny nose, sneezing",Allergic Rhinitis
"weight loss, chest pain, night sweats",Tuberculosis
"muscle pain, rash, high fever, headache, joint pain",Dengue
"chills, headache",Malaria
"shortness of breath, chest tightness",Asthma
"mild headache, runny nose, sneezing",Common Cold
"dizziness, light sensitivity, headache",Migraine
"vomiting, dizziness, nausea, headache",Migraine
"nausea, headache",Malaria
"stiff neck, high fever, headache",Meningitis
"sore throat, fatigue, chills, muscle pain, fever",Flu
"fatigue, high fever, shortness of breath, dry cough",COVID-19
"nausea, light sensitivity, headache",Migraine
"sneezing, mild headache, runny nose, sore throat",Common Cold
"vomiting, nausea, fever",Gastroenteritis
"chills, fatigue, fever, sore throat, cough",Flu
"cough, fever, chills, fatigue, muscle pain",Flu
"fatigue, muscle pain, fever, sore throat, chills",Flu
"high fever, muscle pain, headache, joint pain",Dengue
"loss of taste, shortness of breath, fatigue, high fever, dry cough",COVID-19
"fever, chest pain, shortness of breath",Pneumonia
"runny nose, sore throat, sneezing, mild headache",Common Cold
"chest discomfort, fatigue",Bronchitis
"chills, fever, cough, fatigue, sore throat",Flu
"muscle pain, high fever, headache, rash",Dengue
"runny nose, facial pain",Sinusitis
"persistent cough with mucus, chest discomfort",Bronchitis
"wheezing, coughing",Asthma
"fatigue, persistent cough with mucus, chest discomfort",Bronchitis
"nasal congestion, sneezing, itchy eyes",Allergic Rhinitis
"light sensitivity, vomiting, headache",Migraine
"diarrhea, vomiting, fever, nausea, abdominal pain",Gastroenteritis
"chest discomfort, fatigue, persistent cough with mucus",Bronchitis
"muscle pain, cough, sore throat",Flu
"chest discomfort, persistent cough with mucus, fatigue",Bronchitis
"high fever, chills",Malaria
"fatigue, high fever, loss of taste, dry cough",COVID-19
"joint pain, muscle pain, headache, rash, high fever",Dengue
"fatigue, fever",Chickenpox
"dizziness, vomiting, light sensitivity, headache, nausea",Migraine
"vomiting, abdominal pain, nausea",Gastroenteritis
"dry cough, high fever, loss of taste, fatigue, shortness of breath",COVID-19
"dizziness, headache, vomiting, nausea",Migraine
"cough, chest pain, fever, shortness of breath",Pneumonia
"nausea, headache, light sensitivity",Migraine
"chest discomfort, fatigue",Bronchitis
"persistent cough with mucus, chest discomfort, fatigue",Bronchitis
"chest pain, night sweats, persistent cough, weight loss",Tuberculosis
"vomiting, fever, diarrhea, abdominal pain",Gastroenteritis
"shortness of breath, fatigue, loss of taste, dry cough",COVID-19
"muscle pain, high fever, headache",Dengue
"headache, chills, nausea",Malaria
"nausea, abdominal pain, diarrhea",Gastroenteritis
"nasal congestion, runny nose, sneezing, itchy eyes",Allergic Rhinitis
"abdominal pain, diarrhea",Gastroenteritis
"shortness of breath, fatigue, dry cough",COVID-19
"fever, sore throat",Flu
"cough, fever, muscle pain",Flu
"chest discomfort, persistent cough with mucus",Bronchitis
"nausea, chills",Malaria
"sneezing, nasal congestion, itchy eyes",Allergic Rhinitis
"chest pain, fever",Pneumonia
"muscle pain, joint pain, high fever, headache, rash",Dengue
"nasal congestion, facial pain, runny nose",Sinusitis
"headache, muscle pain, rash, joint pain",Dengue
"chest pain, cough, shortness of breath, fever",Pneumonia
"headache, stiff neck",Meningitis
"facial pain, nasal congestion, headache, runny nose",Sinusitis
"shortness of breath, high fever",COVID-19
"shortness of breath, chest pain",Pneumonia
"night sweats, persistent cough",Tuberculosis
"sneezing, runny nose",Common Cold
"chills, headache, nausea, high fever",Malaria
"runny nose, mild headache",Common Cold
"fever, abdominal pain, vomiting",Gastroenteritis
"headache, sweats, high fever",Malaria
"fever, shortness of breath",Pneumonia
"dizziness, vomiting, headache",Migraine
"chest pain, night sweats, weight loss",Tuberculosis
"facial pain, headache, runny nose",Sinusitis
"nausea, fever, diarrhea, vomiting, abdominal pain",Gastroenteritis
"fever, cough, chest pain, shortness of breath",Pneumonia
"shortness of breath, loss of taste, dry cough, high fever, fatigue",COVID-19
"headache, muscle pain, high fever",Dengue
"shortness of breath, coughing, chest tightness, wheezing",Asthma
"persistent cough with mucus, chest discomfort, fatigue",Bronchitis
"sore throat, runny nose",Common Cold
"weight loss, chest pain, night sweats",Tuberculosis
"sensitivity to light, headache",Meningitis
"high fever, headache, rash",Dengue
"runny nose, nasal congestion",Allergic Rhinitis
"itchy eyes, nasal congestion, sneezing, runny nose",Allergic Rhinitis
"itchy eyes, nasal congestion",Allergic Rhinitis
"light sensitivity, dizziness, vomiting",Migraine
"loss of taste, high fever",COVID-19
"shortness of breath, chest pain, cough",Pneumonia
"runny nose, nasal congestion, sneezing, itchy eyes",Allergic Rhinitis
"runny nose, sneezing, itchy eyes, nasal congestion",Allergic Rhinitis
"itchy eyes, runny nose, sneezing, nasal congestion",Allergic Rhinitis
"fever, vomiting, diarrhea",Gastroenteritis
"shortness of breath, chest pain, fever",Pneumonia
"fatigue, chest discomfort, persistent cough with mucus",Bronchitis
"shortness of breath, fatigue, loss of taste, high fever",COVID-19
"headache, runny nose",Sinusitis
"sensitivity to light, high fever",Meningitis
"chills, fatigue, cough, muscle pain, sore throat",Flu
"fatigue, persistent cough with mucus",Bronchitis
"nausea, diarrhea, abdominal pain, fever",Gastroenteritis
"nausea, headache, chills, sweats",Malaria
"nausea, vomiting, dizziness, headache",Migraine
"sore throat, runny nose, mild headache, sneezing",Common Cold
"cough, chest pain, shortness of breath",Pneumonia
"coughing, wheezing, chest tightness",Asthma
"fatigue, loss of appetite, fever, rash",Chickenpox
"runny nose, sneezing, nasal congestion",Allergic Rhinitis
"weight loss, night sweats",Tuberculosis
"rash, headache, muscle pain, joint pain, high fever",Dengue
"muscle pain, high fever",Dengue
"sneezing, mild headache, sore throat, runny nose",Common Cold
"abdominal pain, fever, nausea, diarrhea, vomiting",Gastroenteritis
"facial pain, runny nose, headache",Sinusitis
"headache, stiff neck, sensitivity to light, high fever",Meningitis
"high fever, headache, joint pain, muscle pain, rash",Dengue
"facial pain, runny nose, headache, nasal congestion",Sinusitis
"loss of appetite, fever, fatigue, rash",Chickenpox
"headache, nausea",Migraine
"loss of taste, dry cough, fatigue",COVID-19
"chest tightness, shortness of breath",Asthma
"rash, muscle pain, headache, joint pain",Dengue
"loss of appetite, rash, fever",Chickenpox
"persistent cough with mucus, chest discomfort",Bronchitis
"runny nose, sneezing, sore throat, mild headache",Common Cold
"shortness of breath, cough, chest pain, fever",Pneumonia
"chest discomfort, persistent cough with mucus",Bronchitis
"sneezing, runny nose, nasal congestion, itchy eyes",Allergic Rhinitis
"chest pain, night sweats",Tuberculosis
"fever, abdominal pain, vomiting",Gastroenteritis
"chest discomfort, persistent cough with mucus, fatigue",Bronchitis
"wheezing, shortness of breath",Asthma
"cough, shortness of breath, chest pain",Pneumonia
"light sensitivity, headache, dizziness",Migraine
"chest pain, night sweats, weight loss, persistent cough",Tuberculosis
"nasal congestion, runny nose, facial pain",Sinusitis
"runny nose, mild headache, sneezing, sore throat",Common Cold
"fever, diarrhea, abdominal pain",Gastroenteritis
"nausea, headache",Malaria
"shortness of breath, fatigue",COVID-19
"fatigue, chest discomfort, persistent cough with mucus",Bronchitis
"shortness of breath, wheezing, chest tightness, coughing",Asthma
"shortness of breath, chest tightness, wheezing, coughing",Asthma
"rash, joint pain, high fever",Dengue
"sneezing, runny nose, sore throat, mild headache",Common Cold
"chest discomfort, fatigue",Bronchitis
"high fever, sweats, nausea, chills, headache",Malaria
"fatigue, fever",Chickenpox
"chest pain, shortness of breath, fever",Pneumonia
"rash, loss of appetite, fever, fatigue",Chickenpox
"itchy eyes, sneezing, runny nose",Allergic Rhinitis
"high fever, stiff neck, headache, sensitivity to light",Meningitis
"weight loss, chest pain, night sweats, persistent cough",Tuberculosis
"sore throat, chills, cough, fever",Flu
"fatigue, loss of taste, dry cough, shortness of breath, high fever",COVID-19
"high fever, stiff neck, headache",Meningitis
"headache, high fever, sensitivity to light, stiff neck",Meningitis
"sore throat, cough, fatigue",Flu
"headache, runny nose",Sinusitis
"loss of taste, high fever",COVID-19
"dizziness, headache, vomiting, nausea, light sensitivity",Migraine
"cough, chest pain",Pneumonia
"sensitivity to light, headache, stiff neck, high fever",Meningitis
"sensitivity to light, headache",Meningitis
"high fever, stiff neck",Meningitis
"shortness of breath, wheezing, chest tightness, coughing",Asthma
"runny nose, sneezing",Allergic Rhinitis
"diarrhea, abdominal pain, nausea, vomiting",Gastroenteritis
"weight loss, persistent cough, night sweats",Tuberculosis
"chest pain, weight loss, persistent cough",Tuberculosis
"headache, sensitivity to light",Meningitis
"rash, muscle pain, high fever, joint pain",Dengue
"sore throat, chills",Flu
"vomiting, light sensitivity, dizziness",Migraine
"vomiting, headache",Migraine
"cough, sore throat, fever",Flu
"nausea, sweats, chills",Malaria
"coughing, shortness of breath, chest tightness",Asthma
"loss of appetite, fatigue, fever, rash",Chickenpox
"persistent cough, chest pain, night sweats",Tuberculosis
"fatigue, fever, rash",Chickenpox
"stiff neck, high fever, sensitivity to light",Meningitis
"rash, fatigue",Chickenpox
"chills, muscle pain, sore throat",Flu
"nasal congestion, sneezing, itchy eyes",Allergic Rhinitis
"chest discomfort, persistent cough with mucus",Bronchitis
"facial pain, runny nose, nasal congestion, headache",Sinusitis
"rash, fatigue",Chickenpox
"loss of appetite, fatigue",Chickenpox
"muscle pain, fatigue",Flu
"chest discomfort, persistent cough with mucus",Bronchitis
"nausea, abdominal pain, vomiting, diarrhea, fever",Gastroenteritis
"chest tightness, wheezing, coughing, shortness of breath",Asthma
"vomiting, dizziness, light sensitivity, headache, nausea",Migraine
"abdominal pain, fever, diarrhea, vomiting",Gastroenteritis
"headache, sensitivity to light, stiff neck, high fever",Meningitis
"rash, fatigue",Chickenpox
"fever, abdominal pain",Gastroenteritis
"abdominal pain, diarrhea, nausea, fever",Gastroenteritis
"sensitivity to light, headache",Meningitis
"fever, cough, muscle pain, sore throat",Flu
"muscle pain, fatigue, chills, sore throat",Flu
"abdominal pain, diarrhea, fever, nausea, vomiting",Gastroenteritis
"night sweats, persistent cough",Tuberculosis
"muscle pain, joint pain, rash",Dengue
"loss of appetite, fever, rash",Chickenpox
"fever, vomiting, abdominal pain, nausea",Gastroenteritis
"chest discomfort, fatigue",Bronchitis
"stiff neck, sensitivity to light, high fever, headache",Meningitis
"sneezing, itchy eyes",Allergic Rhinitis
"light sensitivity, headache",Migraine
"sore throat, sneezing, runny nose",Common Cold
"sensitivity to light, stiff neck, headache, high fever",Meningitis
"sore throat, mild headache",Common Cold
"fatigue, chest discomfort, persistent cough with mucus",Bronchitis
"cough, fever, shortness of breath, chest pain",Pneumonia
"chest pain, shortness of breath",Pneumonia
"sore throat, sneezing, mild headache, runny nose",Common Cold
"runny nose, facial pain, nasal congestion, headache",Sinusitis
"stiff neck, sensitivity to light, headache",Meningitis
"coughing, chest tightness, wheezing, shortness of breath",Asthma
"fatigue, dry cough",COVID-19
"mild headache, sneezing, runny nose",Common Cold
"shortness of breath, high fever",COVID-19
"high fever, dry cough, shortness of breath",COVID-19
"cough, chills, fatigue, muscle pain, fever",Flu
"vomiting, nausea, headache, light sensitivity",Migraine
"headache, stiff neck, sensitivity to light, high fever",Meningitis
"rash, fatigue, fever",Chickenpox
"sore throat, sneezing",Common Cold
"chest pain, weight loss, persistent cough",Tuberculosis
"runny nose, mild headache, sore throat",Common Cold
"mild headache, runny nose",Common Cold
"vomiting, dizziness, nausea, headache, light sensitivity",Migraine
"fever, loss of appetite",Chickenpox
"fatigue, persistent cough with mucus, chest discomfort",Bronchitis
"light sensitivity, vomiting",Migraine
"shortness of breath, chest pain",Pneumonia
"persistent cough, chest pain, weight loss",Tuberculosis
"chest pain, shortness of breath, cough",Pneumonia
"joint pain, headache",Dengue
"rash, fatigue, fever",Chickenpox
"joint pain, headache, rash",Dengue
"sore throat, runny nose, mild headache, sneezing",Common Cold
"rash, fever, loss of appetite",Chickenpox
"sensitivity to light, headache, high fever, stiff neck",Meningitis
"dry cough, high fever",COVID-19
"fever, cough, chills, sore throat",Flu
"shortness of breath, cough",Pneumonia
"headache, nasal congestion, facial pain, runny nose",Sinusitis
"fatigue, loss of appetite, rash",Chickenpox
"chest pain, cough, fever",Pneumonia
"high fever, dry cough",COVID-19
"fatigue, persistent cough with mucus",Bronchitis
"fatigue, chest discomfort, persistent cough with mucus",Bronchitis
"sweats, high fever, chills, headache, nausea",Malaria
"chest discomfort, fatigue, persistent cough with mucus",Bronchitis
"chest discomfort, fatigue, persistent cough with mucus",Bronchitis
"chest pain, cough, shortness of breath",Pneumonia
"fever, nausea, vomiting",Gastroenteritis
"rash, headache, muscle pain, joint pain, high fever",Dengue
"runny nose, itchy eyes, sneezing, nasal congestion",Allergic Rhinitis
"high fever, headache, nausea, chills, sweats",Malaria
"high fever, rash, headache",Dengue
"coughing, shortness of breath",Asthma
"light sensitivity, nausea, dizziness, vomiting, headache",Migraine
"fatigue, chest discomfort, persistent cough with mucus",Bronchitis
"coughing, wheezing",Asthma
"fever, loss of appetite, rash, fatigue",Chickenpox
"headache, light sensitivity",Migraine
"high fever, shortness of breath, loss of taste, fatigue",COVID-19
"wheezing, coughing, chest tightness",Asthma
"shortness of breath, high fever, fatigue",COVID-19
"night sweats, chest pain, persistent cough",Tuberculosis
"high fever, fatigue, dry cough",COVID-19
"chest tightness, shortness of breath, coughing, wheezing",Asthma
"stiff neck, sensitivity to light, headache, high fever",Meningitis
"persistent cough with mucus, chest discomfort",Bronchitis
"nausea, chills, high fever, sweats",Malaria
"nausea, fever, diarrhea",Gastroenteritis
"stiff neck, headache, high fever",Meningitis
"persistent cough with mucus, fatigue",Bronchitis
"diarrhea, fever, nausea, vomiting",Gastroenteritis
"cough, fever, shortness of breath, chest pain",Pneumonia
"persistent cough with mucus, fatigue",Bronchitis
"itchy eyes, nasal congestion, sneezing, runny nose",Allergic Rhinitis
"sneezing, itchy eyes, nasal congestion, runny nose",Allergic Rhinitis
"shortness of breath, coughing",Asthma
"shortness of breath, coughing, wheezing, chest tightness",Asthma
"nausea, vomiting, light sensitivity",Migraine
"sweats, nausea, chills, headache",Malaria
"headache, high fever, rash, muscle pain, joint pain",Dengue
"sweats, chills, headache, nausea, high fever",Malaria
"high fever, shortness of breath, fatigue, dry cough",COVID-19
"stiff neck, headache, sensitivity to light",Meningitis
"fatigue, loss of taste, shortness of breath, high fever",COVID-19
"high fever, sweats, headache, nausea",Malaria
"chest pain, shortness of breath, cough, fever",Pneumonia
"rash, high fever",Dengue
"shortness of breath, fatigue",COVID-19
"fever, rash, loss of appetite, fatigue",Chickenpox
"fatigue, loss of appetite",Chickenpox
"stiff neck, high fever, sensitivity to light",Meningitis
"fatigue, loss of taste, dry cough",COVID-19
"light sensitivity, vomiting, dizziness, headache",Migraine
"fever, cough, chest pain, shortness of breath",Pneumonia
"chest discomfort, fatigue, persistent cough with mucus",Bronchitis
"nasal congestion, runny nose",Sinusitis
"rash, loss of appetite, fever, fatigue",Chickenpox
"shortness of breath, fever, cough, chest pain",Pneumonia
